document_number,posting_date,period,company_code,profit_center,cost_center,gl_account,amount,debit_credit,document_type,source
4900001532,2023-10-06,2023-10-01,3000,,CC500,600000,18544.26,D,SA,Payroll/AP
4900001533,2023-10-06,2023-10-01,3000,,CC500,600100,3921.83,D,SA,Payroll/AP
4900001534,2023-10-06,2023-10-01,3000,,CC500,600200,1479.42,D,SA,Payroll/AP
4900001535,2023-10-03,2023-10-01,3000,,CC500,500000,92112.29,D,SA,Payroll/AP
4900001536,2023-10-20,2023-10-01,3000,,CC500,500100,34344.18,D,SA,Payroll/AP
4900001537,2023-11-28,2023-11-01,1000,,CC100,600000,199052.67,D,SA,Payroll/AP
4900001538,2023-11-13,2023-11-01,1000,,CC100,600100,40484.66,D,SA,Payroll/AP
4900001539,2023-11-20,2023-11-01,1000,,CC100,600200,14914.57,D,SA,Payroll/AP
4900001540,2023-11-22,2023-11-01,1000,,CC100,610000,91476.99,D,SA,Payroll/AP
4900001541,2023-11-08,2023-11-01,1000,,CC100,620000,11165.2,D,SA,Payroll/AP
4900001542,2023-11-16,2023-11-01,1000,,CC100,630000,11328.72,D,SA,Payroll/AP
4900001543,2023-11-19,2023-11-01,1000,,CC100,640000,7241.69,D,SA,Payroll/AP
4900001544,2023-11-05,2023-11-01,2000,,CC100,600000,108209.63,D,SA,Payroll/AP
4900001545,2023-11-08,2023-11-01,2000,,CC100,600100,22233.16,D,SA,Payroll/AP
4900001546,2023-11-15,2023-11-01,2000,,CC100,600200,8247.53,D,SA,Payroll/AP
4900001547,2023-11-21,2023-11-01,2000,,CC100,610000,51198.35,D,SA,Payroll/AP
4900001548,2023-11-09,2023-11-01,2000,,CC100,620000,6580.62,D,SA,Payroll/AP
4900001549,2023-11-15,2023-11-01,2000,,CC100,630000,6008.54,D,SA,Payroll/AP
4900001550,2023-11-09,2023-11-01,2000,,CC100,640000,3587.29,D,SA,Payroll/AP
4900001551,2023-11-22,2023-11-01,3000,,CC100,600000,54418.56,D,SA,Payroll/AP
4900001552,2023-11-01,2023-11-01,3000,,CC100,600100,11566.42,D,SA,Payroll/AP
4900001553,2023-11-26,2023-11-01,3000,,CC100,600200,4091.95,D,SA,Payroll/AP
4900001554,2023-11-15,2023-11-01,3000,,CC100,610000,22706.23,D,SA,Payroll/AP
4900001555,2023-11-10,2023-11-01,3000,,CC100,620000,3658.39,D,SA,Payroll/AP
4900001556,2023-11-22,2023-11-01,3000,,CC100,630000,2833.65,D,SA,Payroll/AP
4900001557,2023-11-18,2023-11-01,3000,,CC100,640000,2160.95,D,SA,Payroll/AP
4900001558,2023-11-06,2023-11-01,1000,,CC200,600000,367355.05,D,SA,Payroll/AP
4900001559,2023-11-03,2023-11-01,1000,,CC200,600100,75572.09,D,SA,Payroll/AP
4900001560,2023-11-15,2023-11-01,1000,,CC200,600200,28605.37,D,SA,Payroll/AP
4900001561,2023-11-12,2023-11-01,1000,,CC200,630000,33986.33,D,SA,Payroll/AP
4900001562,2023-11-19,2023-11-01,1000,,CC200,640000,13654.57,D,SA,Payroll/AP
4900001563,2023-11-10,2023-11-01,1000,,CC200,620000,7466.61,D,SA,Payroll/AP
4900001564,2023-11-21,2023-11-01,1000,,CC200,660000,15321.32,D,SA,Payroll/AP
4900001565,2023-11-14,2023-11-01,2000,,CC200,600000,198091.43,D,SA,Payroll/AP
4900001566,2023-11-23,2023-11-01,2000,,CC200,600100,39948.13,D,SA,Payroll/AP
4900001567,2023-11-09,2023-11-01,2000,,CC200,600200,15616.62,D,SA,Payroll/AP
4900001568,2023-11-15,2023-11-01,2000,,CC200,630000,17610.14,D,SA,Payroll/AP
4900001569,2023-11-28,2023-11-01,2000,,CC200,640000,5979.43,D,SA,Payroll/AP
4900001570,2023-11-10,2023-11-01,2000,,CC200,620000,4143.26,D,SA,Payroll/AP
4900001571,2023-11-07,2023-11-01,2000,,CC200,660000,7434.69,D,SA,Payroll/AP
4900001572,2023-11-13,2023-11-01,3000,,CC200,600000,99129.33,D,SA,Payroll/AP
4900001573,2023-11-28,2023-11-01,3000,,CC200,600100,20506.36,D,SA,Payroll/AP
4900001574,2023-11-16,2023-11-01,3000,,CC200,600200,7668.27,D,SA,Payroll/AP
4900001575,2023-11-04,2023-11-01,3000,,CC200,630000,9544.65,D,SA,Payroll/AP
4900001576,2023-11-08,2023-11-01,3000,,CC200,640000,3653.25,D,SA,Payroll/AP
4900001577,2023-11-13,2023-11-01,3000,,CC200,620000,2007.78,D,SA,Payroll/AP
4900001578,2023-11-19,2023-11-01,3000,,CC200,660000,3770.01,D,SA,Payroll/AP
4900001579,2023-11-12,2023-11-01,1000,,CC300,600000,73877.55,D,SA,Payroll/AP
4900001580,2023-11-19,2023-11-01,1000,,CC300,600100,15117.5,D,SA,Payroll/AP
4900001581,2023-11-10,2023-11-01,1000,,CC300,600200,5495.37,D,SA,Payroll/AP
4900001582,2023-11-23,2023-11-01,1000,,CC300,650000,15520.76,D,SA,Payroll/AP
4900001583,2023-11-10,2023-11-01,1000,,CC300,630000,3533.33,D,SA,Payroll/AP
4900001584,2023-11-01,2023-11-01,1000,,CC300,640000,3026.33,D,SA,Payroll/AP
4900001585,2023-11-27,2023-11-01,1000,,CC300,660000,2851.49,D,SA,Payroll/AP
4900001586,2023-11-22,2023-11-01,2000,,CC300,600000,40642.15,D,SA,Payroll/AP
4900001587,2023-11-13,2023-11-01,2000,,CC300,600100,8005.29,D,SA,Payroll/AP
4900001588,2023-11-09,2023-11-01,2000,,CC300,600200,2994.39,D,SA,Payroll/AP
4900001589,2023-11-01,2023-11-01,2000,,CC300,650000,7524.01,D,SA,Payroll/AP
4900001590,2023-11-19,2023-11-01,2000,,CC300,630000,1949.36,D,SA,Payroll/AP
4900001591,2023-11-28,2023-11-01,2000,,CC300,640000,1628.34,D,SA,Payroll/AP
4900001592,2023-11-22,2023-11-01,2000,,CC300,660000,1385.88,D,SA,Payroll/AP
4900001593,2023-11-25,2023-11-01,3000,,CC300,600000,19187.44,D,SA,Payroll/AP
4900001594,2023-11-24,2023-11-01,3000,,CC300,600100,3934.75,D,SA,Payroll/AP
4900001595,2023-11-02,2023-11-01,3000,,CC300,600200,1536.39,D,SA,Payroll/AP
4900001596,2023-11-20,2023-11-01,3000,,CC300,650000,4414.11,D,SA,Payroll/AP
4900001597,2023-11-24,2023-11-01,3000,,CC300,630000,994.65,D,SA,Payroll/AP
4900001598,2023-11-16,2023-11-01,3000,,CC300,640000,741.14,D,SA,Payroll/AP
4900001599,2023-11-27,2023-11-01,3000,,CC300,660000,756.51,D,SA,Payroll/AP
4900001600,2023-11-10,2023-11-01,1000,,CC400,600000,107633.64,D,SA,Payroll/AP
4900001601,2023-11-25,2023-11-01,1000,,CC400,600100,21177.1,D,SA,Payroll/AP
4900001602,2023-11-26,2023-11-01,1000,,CC400,600200,8130.06,D,SA,Payroll/AP
4900001603,2023-11-08,2023-11-01,1000,,CC400,630000,7400.47,D,SA,Payroll/AP
4900001604,2023-11-20,2023-11-01,1000,,CC400,620000,2832.31,D,SA,Payroll/AP
4900001605,2023-11-26,2023-11-01,1000,,CC400,640000,4122.44,D,SA,Payroll/AP
4900001606,2023-11-12,2023-11-01,2000,,CC400,600000,58645.87,D,SA,Payroll/AP
4900001607,2023-11-08,2023-11-01,2000,,CC400,600100,11156.17,D,SA,Payroll/AP
4900001608,2023-11-21,2023-11-01,2000,,CC400,600200,4482.64,D,SA,Payroll/AP
4900001609,2023-11-07,2023-11-01,2000,,CC400,630000,3444.5,D,SA,Payroll/AP
4900001610,2023-11-20,2023-11-01,2000,,CC400,620000,1204.35,D,SA,Payroll/AP
4900001611,2023-11-09,2023-11-01,2000,,CC400,640000,2324.38,D,SA,Payroll/AP
4900001612,2023-11-22,2023-11-01,3000,,CC400,600000,29537.17,D,SA,Payroll/AP
4900001613,2023-11-25,2023-11-01,3000,,CC400,600100,5880.69,D,SA,Payroll/AP
4900001614,2023-11-24,2023-11-01,3000,,CC400,600200,2253.48,D,SA,Payroll/AP
4900001615,2023-11-25,2023-11-01,3000,,CC400,630000,2139.89,D,SA,Payroll/AP
4900001616,2023-11-22,2023-11-01,3000,,CC400,620000,834.04,D,SA,Payroll/AP
4900001617,2023-11-22,2023-11-01,3000,,CC400,640000,1286.99,D,SA,Payroll/AP
4900001618,2023-11-27,2023-11-01,1000,,CC500,600000,69335.78,D,SA,Payroll/AP
4900001619,2023-11-05,2023-11-01,1000,,CC500,600100,14035.85,D,SA,Payroll/AP
4900001620,2023-11-21,2023-11-01,1000,,CC500,600200,5087.13,D,SA,Payroll/AP
4900001621,2023-11-04,2023-11-01,1000,,CC500,500000,299028.19,D,SA,Payroll/AP
4900001622,2023-11-21,2023-11-01,1000,,CC500,500100,120308.66,D,SA,Payroll/AP
4900001623,2023-11-21,2023-11-01,2000,,CC500,600000,39038.75,D,SA,Payroll/AP
4900001624,2023-11-02,2023-11-01,2000,,CC500,600100,7647.72,D,SA,Payroll/AP
4900001625,2023-11-10,2023-11-01,2000,,CC500,600200,2885.11,D,SA,Payroll/AP
4900001626,2023-11-26,2023-11-01,2000,,CC500,500000,177143.13,D,SA,Payroll/AP
4900001627,2023-11-15,2023-11-01,2000,,CC500,500100,72264.24,D,SA,Payroll/AP
4900001628,2023-11-02,2023-11-01,3000,,CC500,600000,19341.33,D,SA,Payroll/AP
4900001629,2023-11-19,2023-11-01,3000,,CC500,600100,3789.57,D,SA,Payroll/AP
4900001630,2023-11-12,2023-11-01,3000,,CC500,600200,1444.61,D,SA,Payroll/AP
4900001631,2023-11-24,2023-11-01,3000,,CC500,500000,77709.8,D,SA,Payroll/AP
4900001632,2023-11-05,2023-11-01,3000,,CC500,500100,31226.44,D,SA,Payroll/AP
4900001633,2023-12-03,2023-12-01,1000,,CC100,600000,197822.49,D,SA,Payroll/AP
4900001634,2023-12-10,2023-12-01,1000,,CC100,600100,41051.19,D,SA,Payroll/AP
4900001635,2023-12-11,2023-12-01,1000,,CC100,600200,15273.33,D,SA,Payroll/AP
4900001636,2023-12-24,2023-12-01,1000,,CC100,610000,83643.53,D,SA,Payroll/AP
4900001637,2023-12-14,2023-12-01,1000,,CC100,620000,11032.58,D,SA,Payroll/AP
4900001638,2023-12-06,2023-12-01,1000,,CC100,630000,10185.05,D,SA,Payroll/AP
4900001639,2023-12-07,2023-12-01,1000,,CC100,640000,6543.75,D,SA,Payroll/AP
4900001640,2023-12-05,2023-12-01,2000,,CC100,600000,110463.72,D,SA,Payroll/AP
4900001641,2023-12-26,2023-12-01,2000,,CC100,600100,22356.74,D,SA,Payroll/AP
4900001642,2023-12-18,2023-12-01,2000,,CC100,600200,8125.98,D,SA,Payroll/AP
4900001643,2023-12-12,2023-12-01,2000,,CC100,610000,47315.15,D,SA,Payroll/AP
4900001644,2023-12-17,2023-12-01,2000,,CC100,620000,6450.35,D,SA,Payroll/AP
4900001645,2023-12-17,2023-12-01,2000,,CC100,630000,5758.08,D,SA,Payroll/AP
4900001646,2023-12-09,2023-12-01,2000,,CC100,640000,4745.96,D,SA,Payroll/AP
4900001647,2023-12-27,2023-12-01,3000,,CC100,600000,52364.47,D,SA,Payroll/AP
4900001648,2023-12-06,2023-12-01,3000,,CC100,600100,11185.64,D,SA,Payroll/AP
4900001649,2023-12-09,2023-12-01,3000,,CC100,600200,4171.58,D,SA,Payroll/AP
4900001650,2023-12-27,2023-12-01,3000,,CC100,610000,26051.33,D,SA,Payroll/AP
4900001651,2023-12-16,2023-12-01,3000,,CC100,620000,3561.84,D,SA,Payroll/AP
4900001652,2023-12-26,2023-12-01,3000,,CC100,630000,2580.19,D,SA,Payroll/AP
4900001653,2023-12-10,2023-12-01,3000,,CC100,640000,2025.73,D,SA,Payroll/AP
4900001654,2023-12-24,2023-12-01,1000,,CC200,600000,361816.87,D,SA,Payroll/AP
4900001655,2023-12-28,2023-12-01,1000,,CC200,600100,77042.6,D,SA,Payroll/AP
4900001656,2023-12-11,2023-12-01,1000,,CC200,600200,28294.39,D,SA,Payroll/AP
4900001657,2023-12-26,2023-12-01,1000,,CC200,630000,39269.24,D,SA,Payroll/AP
4900001658,2023-12-04,2023-12-01,1000,,CC200,640000,14055.39,D,SA,Payroll/AP
4900001659,2023-12-15,2023-12-01,1000,,CC200,620000,6569.7,D,SA,Payroll/AP
4900001660,2023-12-03,2023-12-01,1000,,CC200,660000,13070.88,D,SA,Payroll/AP
4900001661,2023-12-05,2023-12-01,2000,,CC200,600000,192870.15,D,SA,Payroll/AP
4900001662,2023-12-25,2023-12-01,2000,,CC200,600100,39742.88,D,SA,Payroll/AP
4900001663,2023-12-08,2023-12-01,2000,,CC200,600200,15473.44,D,SA,Payroll/AP
4900001664,2023-12-28,2023-12-01,2000,,CC200,630000,18869.91,D,SA,Payroll/AP
4900001665,2023-12-22,2023-12-01,2000,,CC200,640000,6478.79,D,SA,Payroll/AP
4900001666,2023-12-24,2023-12-01,2000,,CC200,620000,4192.2,D,SA,Payroll/AP
4900001667,2023-12-22,2023-12-01,2000,,CC200,660000,7509.74,D,SA,Payroll/AP
4900001668,2023-12-13,2023-12-01,3000,,CC200,600000,100845.94,D,SA,Payroll/AP
4900001669,2023-12-28,2023-12-01,3000,,CC200,600100,21290.86,D,SA,Payroll/AP
4900001670,2023-12-26,2023-12-01,3000,,CC200,600200,7873.41,D,SA,Payroll/AP
4900001671,2023-12-18,2023-12-01,3000,,CC200,630000,8781.47,D,SA,Payroll/AP
4900001672,2023-12-12,2023-12-01,3000,,CC200,640000,3522.68,D,SA,Payroll/AP
4900001673,2023-12-03,2023-12-01,3000,,CC200,620000,1517.58,D,SA,Payroll/AP
4900001674,2023-12-26,2023-12-01,3000,,CC200,660000,3728.28,D,SA,Payroll/AP
4900001675,2023-12-13,2023-12-01,1000,,CC300,600000,72659.33,D,SA,Payroll/AP
4900001676,2023-12-01,2023-12-01,1000,,CC300,600100,14672.16,D,SA,Payroll/AP
4900001677,2023-12-09,2023-12-01,1000,,CC300,600200,5598.15,D,SA,Payroll/AP
4900001678,2023-12-18,2023-12-01,1000,,CC300,650000,14140.04,D,SA,Payroll/AP
4900001679,2023-12-04,2023-12-01,1000,,CC300,630000,3657.78,D,SA,Payroll/AP
4900001680,2023-12-15,2023-12-01,1000,,CC300,640000,2624.02,D,SA,Payroll/AP
4900001681,2023-12-12,2023-12-01,1000,,CC300,660000,2830.11,D,SA,Payroll/AP
4900001682,2023-12-22,2023-12-01,2000,,CC300,600000,40345.25,D,SA,Payroll/AP
4900001683,2023-12-24,2023-12-01,2000,,CC300,600100,8024.54,D,SA,Payroll/AP
4900001684,2023-12-22,2023-12-01,2000,,CC300,600200,3163.1,D,SA,Payroll/AP
4900001685,2023-12-09,2023-12-01,2000,,CC300,650000,7614.9,D,SA,Payroll/AP
4900001686,2023-12-19,2023-12-01,2000,,CC300,630000,2054.73,D,SA,Payroll/AP
4900001687,2023-12-13,2023-12-01,2000,,CC300,640000,1647.08,D,SA,Payroll/AP
4900001688,2023-12-27,2023-12-01,2000,,CC300,660000,1556.08,D,SA,Payroll/AP
4900001689,2023-12-21,2023-12-01,3000,,CC300,600000,20019.57,D,SA,Payroll/AP
4900001690,2023-12-12,2023-12-01,3000,,CC300,600100,4052.9,D,SA,Payroll/AP
4900001691,2023-12-04,2023-12-01,3000,,CC300,600200,1492.65,D,SA,Payroll/AP
4900001692,2023-12-22,2023-12-01,3000,,CC300,650000,3914.47,D,SA,Payroll/AP
4900001693,2023-12-08,2023-12-01,3000,,CC300,630000,892.22,D,SA,Payroll/AP
4900001694,2023-12-16,2023-12-01,3000,,CC300,640000,763.78,D,SA,Payroll/AP
4900001695,2023-12-01,2023-12-01,3000,,CC300,660000,754.32,D,SA,Payroll/AP
4900001696,2023-12-20,2023-12-01,1000,,CC400,600000,106946.1,D,SA,Payroll/AP
4900001697,2023-12-18,2023-12-01,1000,,CC400,600100,21972.72,D,SA,Payroll/AP
4900001698,2023-12-11,2023-12-01,1000,,CC400,600200,7950.09,D,SA,Payroll/AP
4900001699,2023-12-20,2023-12-01,1000,,CC400,630000,6506.42,D,SA,Payroll/AP
4900001700,2023-12-08,2023-12-01,1000,,CC400,620000,2779.24,D,SA,Payroll/AP
4900001701,2023-12-21,2023-12-01,1000,,CC400,640000,4196.53,D,SA,Payroll/AP
4900001702,2023-12-03,2023-12-01,2000,,CC400,600000,57082.54,D,SA,Payroll/AP
4900001703,2023-12-21,2023-12-01,2000,,CC400,600100,12257.58,D,SA,Payroll/AP
4900001704,2023-12-27,2023-12-01,2000,,CC400,600200,4405.44,D,SA,Payroll/AP
4900001705,2023-12-15,2023-12-01,2000,,CC400,630000,4098.11,D,SA,Payroll/AP
4900001706,2023-12-23,2023-12-01,2000,,CC400,620000,1558.21,D,SA,Payroll/AP
4900001707,2023-12-10,2023-12-01,2000,,CC400,640000,2096.7,D,SA,Payroll/AP
4900001708,2023-12-21,2023-12-01,3000,,CC400,600000,30513.9,D,SA,Payroll/AP
4900001709,2023-12-14,2023-12-01,3000,,CC400,600100,5900.34,D,SA,Payroll/AP
4900001710,2023-12-04,2023-12-01,3000,,CC400,600200,2308.41,D,SA,Payroll/AP
4900001711,2023-12-05,2023-12-01,3000,,CC400,630000,2077.95,D,SA,Payroll/AP
4900001712,2023-12-02,2023-12-01,3000,,CC400,620000,704.91,D,SA,Payroll/AP
4900001713,2023-12-02,2023-12-01,3000,,CC400,640000,1291.19,D,SA,Payroll/AP
4900001714,2023-12-10,2023-12-01,1000,,CC500,600000,68945.81,D,SA,Payroll/AP
4900001715,2023-12-16,2023-12-01,1000,,CC500,600100,14295.88,D,SA,Payroll/AP
4900001716,2023-12-04,2023-12-01,1000,,CC500,600200,5357.93,D,SA,Payroll/AP
4900001717,2023-12-04,2023-12-01,1000,,CC500,500000,306751.14,D,SA,Payroll/AP
4900001718,2023-12-08,2023-12-01,1000,,CC500,500100,144058.89,D,SA,Payroll/AP
4900001719,2023-12-18,2023-12-01,2000,,CC500,600000,38094.49,D,SA,Payroll/AP
4900001720,2023-12-05,2023-12-01,2000,,CC500,600100,7423.18,D,SA,Payroll/AP
4900001721,2023-12-13,2023-12-01,2000,,CC500,600200,2959.82,D,SA,Payroll/AP
4900001722,2023-12-15,2023-12-01,2000,,CC500,500000,140292.3,D,SA,Payroll/AP
4900001723,2023-12-12,2023-12-01,2000,,CC500,500100,79560.32,D,SA,Payroll/AP
4900001724,2023-12-22,2023-12-01,3000,,CC500,600000,19172.2,D,SA,Payroll/AP
4900001725,2023-12-24,2023-12-01,3000,,CC500,600100,3762.17,D,SA,Payroll/AP
4900001726,2023-12-23,2023-12-01,3000,,CC500,600200,1430.43,D,SA,Payroll/AP
4900001727,2023-12-18,2023-12-01,3000,,CC500,500000,74830.58,D,SA,Payroll/AP
4900001728,2023-12-14,2023-12-01,3000,,CC500,500100,35282.16,D,SA,Payroll/AP
4900001729,2024-01-19,2024-01-01,1000,,CC100,600000,201847.05,D,SA,Payroll/AP
4900001730,2024-01-24,2024-01-01,1000,,CC100,600100,42310.82,D,SA,Payroll/AP
4900001731,2024-01-24,2024-01-01,1000,,CC100,600200,16032.36,D,SA,Payroll/AP
4900001732,2024-01-05,2024-01-01,1000,,CC100,610000,103853.24,D,SA,Payroll/AP
4900001733,2024-01-14,2024-01-01,1000,,CC100,620000,12287.23,D,SA,Payroll/AP
4900001734,2024-01-21,2024-01-01,1000,,CC100,630000,10197.39,D,SA,Payroll/AP
4900001735,2024-01-04,2024-01-01,1000,,CC100,640000,6496.46,D,SA,Payroll/AP
4900001736,2024-01-27,2024-01-01,2000,,CC100,600000,108854.01,D,SA,Payroll/AP
4900001737,2024-01-16,2024-01-01,2000,,CC100,600100,23132.75,D,SA,Payroll/AP
4900001738,2024-01-20,2024-01-01,2000,,CC100,600200,8785.54,D,SA,Payroll/AP
4900001739,2024-01-14,2024-01-01,2000,,CC100,610000,43516.98,D,SA,Payroll/AP
4900001740,2024-01-09,2024-01-01,2000,,CC100,620000,6671.94,D,SA,Payroll/AP
4900001741,2024-01-02,2024-01-01,2000,,CC100,630000,5658.72,D,SA,Payroll/AP
4900001742,2024-01-23,2024-01-01,2000,,CC100,640000,4374.49,D,SA,Payroll/AP
4900001743,2024-01-12,2024-01-01,3000,,CC100,600000,54422.87,D,SA,Payroll/AP
4900001744,2024-01-07,2024-01-01,3000,,CC100,600100,11443.64,D,SA,Payroll/AP
4900001745,2024-01-15,2024-01-01,3000,,CC100,600200,4214.95,D,SA,Payroll/AP
4900001746,2024-01-15,2024-01-01,3000,,CC100,610000,24786.57,D,SA,Payroll/AP
4900001747,2024-01-08,2024-01-01,3000,,CC100,620000,3739.78,D,SA,Payroll/AP
4900001748,2024-01-28,2024-01-01,3000,,CC100,630000,2838.67,D,SA,Payroll/AP
4900001749,2024-01-12,2024-01-01,3000,,CC100,640000,2034.79,D,SA,Payroll/AP
4900001750,2024-01-04,2024-01-01,1000,,CC200,600000,368712.8,D,SA,Payroll/AP
4900001751,2024-01-22,2024-01-01,1000,,CC200,600100,75665.61,D,SA,Payroll/AP
4900001752,2024-01-12,2024-01-01,1000,,CC200,600200,28214.49,D,SA,Payroll/AP
4900001753,2024-01-18,2024-01-01,1000,,CC200,630000,32304.08,D,SA,Payroll/AP
4900001754,2024-01-21,2024-01-01,1000,,CC200,640000,16484.48,D,SA,Payroll/AP
4900001755,2024-01-12,2024-01-01,1000,,CC200,620000,7504.81,D,SA,Payroll/AP
4900001756,2024-01-02,2024-01-01,1000,,CC200,660000,14002.44,D,SA,Payroll/AP
4900001757,2024-01-13,2024-01-01,2000,,CC200,600000,204367.46,D,SA,Payroll/AP
4900001758,2024-01-09,2024-01-01,2000,,CC200,600100,41069.18,D,SA,Payroll/AP
4900001759,2024-01-07,2024-01-01,2000,,CC200,600200,15868.23,D,SA,Payroll/AP
4900001760,2024-01-04,2024-01-01,2000,,CC200,630000,18757.16,D,SA,Payroll/AP
4900001761,2024-01-28,2024-01-01,2000,,CC200,640000,7669.04,D,SA,Payroll/AP
4900001762,2024-01-27,2024-01-01,2000,,CC200,620000,4049.65,D,SA,Payroll/AP
4900001763,2024-01-15,2024-01-01,2000,,CC200,660000,7143.34,D,SA,Payroll/AP
4900001764,2024-01-03,2024-01-01,3000,,CC200,600000,98507.87,D,SA,Payroll/AP
4900001765,2024-01-22,2024-01-01,3000,,CC200,600100,20178.98,D,SA,Payroll/AP
4900001766,2024-01-07,2024-01-01,3000,,CC200,600200,7774.39,D,SA,Payroll/AP
4900001767,2024-01-21,2024-01-01,3000,,CC200,630000,10611.2,D,SA,Payroll/AP
4900001768,2024-01-21,2024-01-01,3000,,CC200,640000,4740.99,D,SA,Payroll/AP
4900001769,2024-01-20,2024-01-01,3000,,CC200,620000,2061.71,D,SA,Payroll/AP
4900001770,2024-01-01,2024-01-01,3000,,CC200,660000,3973.18,D,SA,Payroll/AP
4900001771,2024-01-02,2024-01-01,1000,,CC300,600000,70498.72,D,SA,Payroll/AP
4900001772,2024-01-26,2024-01-01,1000,,CC300,600100,14838.83,D,SA,Payroll/AP
4900001773,2024-01-11,2024-01-01,1000,,CC300,600200,5536.98,D,SA,Payroll/AP
4900001774,2024-01-08,2024-01-01,1000,,CC300,650000,13190.89,D,SA,Payroll/AP
4900001775,2024-01-05,2024-01-01,1000,,CC300,630000,3687.35,D,SA,Payroll/AP
4900001776,2024-01-26,2024-01-01,1000,,CC300,640000,2680.02,D,SA,Payroll/AP
4900001777,2024-01-19,2024-01-01,1000,,CC300,660000,2534.44,D,SA,Payroll/AP
4900001778,2024-01-07,2024-01-01,2000,,CC300,600000,40682.11,D,SA,Payroll/AP
4900001779,2024-01-03,2024-01-01,2000,,CC300,600100,8045.66,D,SA,Payroll/AP
4900001780,2024-01-27,2024-01-01,2000,,CC300,600200,3098.03,D,SA,Payroll/AP
4900001781,2024-01-25,2024-01-01,2000,,CC300,650000,9306.92,D,SA,Payroll/AP
4900001782,2024-01-18,2024-01-01,2000,,CC300,630000,1866.53,D,SA,Payroll/AP
4900001783,2024-01-07,2024-01-01,2000,,CC300,640000,1151.56,D,SA,Payroll/AP
4900001784,2024-01-19,2024-01-01,2000,,CC300,660000,1519.59,D,SA,Payroll/AP
4900001785,2024-01-07,2024-01-01,3000,,CC300,600000,20123.22,D,SA,Payroll/AP
4900001786,2024-01-27,2024-01-01,3000,,CC300,600100,4197.1,D,SA,Payroll/AP
4900001787,2024-01-28,2024-01-01,3000,,CC300,600200,1477.34,D,SA,Payroll/AP
4900001788,2024-01-08,2024-01-01,3000,,CC300,650000,3974.55,D,SA,Payroll/AP
4900001789,2024-01-11,2024-01-01,3000,,CC300,630000,962.74,D,SA,Payroll/AP
4900001790,2024-01-25,2024-01-01,3000,,CC300,640000,749.27,D,SA,Payroll/AP
4900001791,2024-01-05,2024-01-01,3000,,CC300,660000,857.42,D,SA,Payroll/AP
4900001792,2024-01-26,2024-01-01,1000,,CC400,600000,106311.14,D,SA,Payroll/AP
4900001793,2024-01-20,2024-01-01,1000,,CC400,600100,22597.34,D,SA,Payroll/AP
4900001794,2024-01-01,2024-01-01,1000,,CC400,600200,8510.08,D,SA,Payroll/AP
4900001795,2024-01-09,2024-01-01,1000,,CC400,630000,7788.89,D,SA,Payroll/AP
4900001796,2024-01-28,2024-01-01,1000,,CC400,620000,2837.94,D,SA,Payroll/AP
4900001797,2024-01-05,2024-01-01,1000,,CC400,640000,4345.47,D,SA,Payroll/AP
4900001798,2024-01-05,2024-01-01,2000,,CC400,600000,59257.51,D,SA,Payroll/AP
4900001799,2024-01-18,2024-01-01,2000,,CC400,600100,12317.29,D,SA,Payroll/AP
4900001800,2024-01-09,2024-01-01,2000,,CC400,600200,4562.72,D,SA,Payroll/AP
4900001801,2024-01-26,2024-01-01,2000,,CC400,630000,4066.52,D,SA,Payroll/AP
4900001802,2024-01-06,2024-01-01,2000,,CC400,620000,1474.82,D,SA,Payroll/AP
4900001803,2024-01-04,2024-01-01,2000,,CC400,640000,2383.75,D,SA,Payroll/AP
4900001804,2024-01-22,2024-01-01,3000,,CC400,600000,29517.22,D,SA,Payroll/AP
4900001805,2024-01-28,2024-01-01,3000,,CC400,600100,6194.8,D,SA,Payroll/AP
4900001806,2024-01-01,2024-01-01,3000,,CC400,600200,2269.55,D,SA,Payroll/AP
4900001807,2024-01-05,2024-01-01,3000,,CC400,630000,1557.56,D,SA,Payroll/AP
4900001808,2024-01-01,2024-01-01,3000,,CC400,620000,852.86,D,SA,Payroll/AP
4900001809,2024-01-12,2024-01-01,3000,,CC400,640000,1033.06,D,SA,Payroll/AP
4900001810,2024-01-26,2024-01-01,1000,,CC500,600000,67735.17,D,SA,Payroll/AP
4900001811,2024-01-26,2024-01-01,1000,,CC500,600100,13910.75,D,SA,Payroll/AP
4900001812,2024-01-08,2024-01-01,1000,,CC500,600200,5424.55,D,SA,Payroll/AP
4900001813,2024-01-19,2024-01-01,1000,,CC500,500000,242194.99,D,SA,Payroll/AP
4900001814,2024-01-11,2024-01-01,1000,,CC500,500100,173399.49,D,SA,Payroll/AP
4900001815,2024-01-01,2024-01-01,2000,,CC500,600000,38378.33,D,SA,Payroll/AP
4900001816,2024-01-06,2024-01-01,2000,,CC500,600100,7744.06,D,SA,Payroll/AP
4900001817,2024-01-09,2024-01-01,2000,,CC500,600200,2887.94,D,SA,Payroll/AP
4900001818,2024-01-02,2024-01-01,2000,,CC500,500000,173464.22,D,SA,Payroll/AP
4900001819,2024-01-05,2024-01-01,2000,,CC500,500100,76044.45,D,SA,Payroll/AP
4900001820,2024-01-24,2024-01-01,3000,,CC500,600000,19034.75,D,SA,Payroll/AP
4900001821,2024-01-14,2024-01-01,3000,,CC500,600100,3897.66,D,SA,Payroll/AP
